"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ATP5G2",8.24770812724291e-75,-0.617455141062275,0.918,0.956,1.83057881884156e-70
"YME1L1",9.89213177876635e-75,-0.740723314292478,0.884,0.954,2.19555864829719e-70
"ZNF423",1.03520272795318e-74,-4.23156134257969,0.09,0.255,2.29763245469207e-70
"NKX2-2",1.48395782332529e-74,-1.28180877883658,0.254,0.48,3.29364438887048e-70
"TP53TG3",1.92936821819817e-74,-5.86706646421654,0.002,0.077,4.28223276029083e-70
"TP53TG3B",1.92936821819817e-74,-5.86706646421654,0.002,0.077,4.28223276029083e-70
"NDN",2.44905912213036e-74,-1.70000210261351,0.071,0.233,5.43568672156834e-70
"VSTM2B",2.70546324655751e-74,-1.60187595677847,0.023,0.137,6.00477567573439e-70
"NDUFA5",3.56431441313325e-74,1.11920917439538,0.867,0.798,7.91099583994924e-70
"MGEA5",3.76887363906519e-74,-0.944467988736997,0.568,0.781,8.36501504190519e-70
"ULBP1",3.95930332520333e-74,-0.90281769094135,0.136,0.329,8.7876737302888e-70
"LOXL4",5.02818850304751e-74,-12.3404651852872,0.032,0.153,1.1160064382514e-69
"MYLIP",9.90851479252837e-74,-1.81963870106463,0.106,0.286,2.19919485820167e-69
"RPLP0",1.56029174319917e-73,-0.556673294204359,0.985,0.994,3.46306752403057e-69
"MEG3",1.60998757120236e-73,-1.90627864892205,0.612,0.777,3.57336741428365e-69
"CNTN3",2.04165238175449e-73,-3.48624915357708,0.016,0.118,4.53144746130409e-69
"HPS1",2.59601862503501e-73,-1.09703466577858,0.161,0.367,5.76186333826521e-69
"MIF",1.21296931175764e-72,-0.562092773910637,0.882,0.948,2.69218538744607e-68
"PSMB9",1.77124791676855e-72,2.75337168352417,0.317,0.105,3.9312847512678e-68
"C7orf29",1.86846414473407e-72,-2.06063272861111,0.041,0.172,4.14705616923727e-68
"COL1A2",3.12309275948451e-72,-4.69004463374108,0.113,0.271,6.93170437967587e-68
"EIF5A",3.56701558497241e-72,-0.753271370538373,0.916,0.976,7.91699109084626e-68
"SLITRK5",3.57035827832287e-72,-2.28868031760676,0.03,0.151,7.92441019873761e-68
"ZFHX4",4.40416067730348e-72,1.67010859981932,0.634,0.404,9.77503462327508e-68
"MKLN1",4.7239947580269e-72,1.24992760346239,0.921,0.858,1.04849063654407e-67
"TPT1",5.56816038231316e-72,-0.604777638899787,0.967,0.969,1.23585319685441e-67
"KIF21A",6.79187918846798e-72,1.2562271791958,0.779,0.629,1.50745758588047e-67
"BCL11A",1.0958194298581e-71,-1.01425584522879,0.295,0.532,2.43217122457004e-67
"SPRY4",1.14918817010665e-71,-1.62708659975133,0.5,0.662,2.55062314355171e-67
"C14orf169",1.3330236848834e-71,-1.60939345233511,0.049,0.189,2.9586460685987e-67
"MMP17",1.73254955697194e-71,-2.29280233912212,0.061,0.211,3.84539374169922e-67
"DPYSL4",2.01939832662257e-71,-1.21973287446844,0.348,0.586,4.4820545859388e-67
"RNF212",2.04782661063869e-71,-8.03503804407593,0.013,0.107,4.54515116231257e-67
"NEFH",2.16395018594309e-71,-1.53301020920043,0.035,0.161,4.80288743770069e-67
"RPS13",3.54084845423764e-71,-0.549421000240031,0.96,0.979,7.85891314418045e-67
"TLE3",5.38034130184757e-71,-1.1847657624154,0.449,0.651,1.19416675194507e-66
"STEAP1B",7.68343392784735e-71,-2.92003041780363,0.027,0.143,1.70533816028572e-66
"EPHA4",1.2385024577933e-70,1.73145237010702,0.431,0.203,2.74885620507223e-66
"HNRNPH1",1.38163812937365e-70,-1.5908143600837,0.996,0.999,3.06654582814482e-66
"CHST3",1.78278317744711e-70,-1.33602017976737,0.27,0.489,3.95688726234386e-66
"USP22",1.83652142888392e-70,-0.922681063486587,0.92,0.96,4.07615931140786e-66
"CDC123",1.84708748583888e-70,-0.92171844538389,0.428,0.682,4.09961067481939e-66
"SLC16A14",2.13769479550023e-70,-0.832307211701661,0.129,0.322,4.74461359861275e-66
"DIP2C",2.47553241013476e-70,-1.1711266228106,0.381,0.602,5.4944441842941e-66
"LOC389023",3.21786981458989e-70,-3.46601203512689,0.014,0.109,7.14206205348225e-66
"KCNK9",4.31916689447149e-70,-3.53085399520105,0.006,0.085,9.58639092227947e-66
"PAN3",4.85832374798026e-70,-1.37023615259279,0.52,0.718,1.07830495586422e-65
"PCDHB8",7.11560268316057e-70,2.09356559815,0.372,0.151,1.57930801552749e-65
"PDLIM1",9.21009794295823e-70,-2.0833810085509,0.132,0.314,2.04418123843958e-65
"TSPYL1",1.11982148952646e-69,-1.30526208853665,0.918,0.965,2.48544379600399e-65
"PXDC1",1.16567810571139e-69,-1.35813747947174,0.291,0.498,2.58722255562642e-65
"BRD3",1.32490589908352e-69,-0.874719589574654,0.734,0.888,2.94062864301587e-65
"TRIM22",1.70591995006709e-69,3.37184330738334,0.324,0.114,3.7862893291739e-65
"FBXO17",2.17408357155432e-69,2.63079556290138,0.585,0.418,4.82537848706481e-65
"YBX1",3.25963775020113e-69,-0.926683516367184,0.707,0.864,7.2347659865714e-65
"NAP1L1",3.65445428415841e-69,-0.518146772354988,0.921,0.961,8.11106128368958e-65
"DLK1",3.76272301459279e-69,-3.12367927770399,0.005,0.083,8.3513637308887e-65
"DMRTA2",4.07493115260284e-69,4.10507022770532,0.179,0.012,9.044309693202e-65
"SLC6A15",4.42394745275153e-69,-3.44886832426731,0.011,0.101,9.81895137138203e-65
"MPZL1",6.43808663053516e-69,-1.30166443912967,0.55,0.738,1.42893332764728e-64
"KLRK1",6.97358175704228e-69,-4.21278857093587,0.084,0.241,1.54778647097553e-64
"EYA2",7.38623458670531e-69,2.54690428928753,0.253,0.056,1.63937476651924e-64
"CENPV",8.99188702403373e-69,-1.53201902427869,0.226,0.432,1.99574932498429e-64
"RPS12",9.72242652241899e-69,-0.687677138809741,0.925,0.947,2.15789256665089e-64
"CPNE4",1.70296123509316e-68,4.32192162200163,0.248,0.059,3.77972246128927e-64
"TMEM132C",1.86782859973389e-68,-2.50047140032046,0.038,0.164,4.14564557710937e-64
"RPS10",2.85982897993456e-68,-0.59922938954481,0.921,0.942,6.34739042096476e-64
"ITPKA",3.33422992477059e-68,-3.55270752820793,0.023,0.129,7.40032331802832e-64
"RBMS3",3.97950528210297e-68,-2.34197282851987,0.076,0.228,8.83251197362754e-64
"CAMK2B",3.98363234024654e-68,2.90199569217157,0.291,0.09,8.84167197917719e-64
"LRRTM4",4.1003490115458e-68,-0.470558744034972,0.147,0.346,9.1007246311259e-64
"GPR124",5.82697912536808e-68,-4.32622787664901,0.027,0.136,1.29329801687545e-63
"NCAN",9.59035501888608e-68,-1.24432697658034,0.439,0.667,2.12857929644177e-63
"DNAJC1",1.22283460777035e-67,-1.41622799605435,0.272,0.492,2.71408141194629e-63
"HNRNPA2B1",1.83578939995836e-67,0.588851431761238,0.995,0.992,4.07453457320758e-63
"CTXN1",1.93897714987044e-67,-2.14606373169501,0.064,0.21,4.30355978413744e-63
"SEZ6",5.14604139991829e-67,2.36424559306027,0.413,0.195,1.14216388871186e-62
"GPR17",7.48661719484705e-67,0.730608474384213,0.098,0.273,1.6616546863963e-62
"NOP10",8.23582168681794e-67,-1.04275330227689,0.506,0.71,1.82794062338924e-62
"LIMD2",1.8424450474897e-66,-0.924598286336106,0.307,0.534,4.08930678290339e-62
"HNRNPA0",2.35411667655494e-66,-0.854052104788845,0.753,0.866,5.22496196361369e-62
"ALPK2",2.61792272581417e-66,-4.36947481964516,0.017,0.112,5.81047948994455e-62
"CACNG5",3.12674941250212e-66,-2.98715843397508,0.037,0.157,6.93982032104845e-62
"CLSTN3",6.26197268765984e-66,-1.17981325221585,0.335,0.55,1.3898448380261e-61
"MSL3P1",8.66567992078109e-66,-3.71008752788806,0.012,0.099,1.92334765841736e-61
"ARL2",1.18473657610734e-65,-1.25600558878614,0.429,0.628,2.62952283067024e-61
"BEST3",1.2150441295567e-65,3.3218269350696,0.326,0.119,2.69679044555109e-61
"AMOT",1.29349031362216e-65,-0.704520966223739,0.108,0.282,2.87090175108439e-61
"LPHN3",1.30916290381226e-65,-0.750432597095262,0.599,0.802,2.9056870650113e-61
"RPL14",1.33832198585137e-65,-0.607823610149861,0.925,0.942,2.97040564759711e-61
"SLCO4A1",1.42987417405552e-65,-0.840896272560902,0.087,0.249,3.17360572931624e-61
"NKAIN4",1.68298391568848e-65,-1.0479653175301,0.322,0.544,3.73538280087058e-61
"KANK1",2.61088112453738e-65,-0.922300831810975,0.497,0.713,5.79485065591072e-61
"NCAM2",2.67460747764612e-65,-0.378827014282328,0.34,0.589,5.93629129663556e-61
"EPHA2",2.91327383028365e-65,-2.79942395446854,0.041,0.164,6.46601126631455e-61
"SEMA3A",3.64509254073245e-65,-1.59414224556349,0.092,0.253,8.09028289415567e-61
"RNF144A",4.47432250095273e-65,-1.21431219227642,0.431,0.623,9.93075879086458e-61
"SOX5",6.7782485453703e-65,-0.835506077003936,0.526,0.754,1.50443226464494e-60
"CD97",6.77973929646533e-65,2.93525248371233,0.308,0.111,1.50476313685048e-60
"COL5A1",7.38522791362196e-65,-2.14285286923855,0.07,0.215,1.63915133542839e-60
"SMTN",1.16362250117776e-64,-1.26951515488881,0.119,0.294,2.58266014136403e-60
"BEX1",1.79078507554645e-64,-0.651100616611712,0.563,0.81,3.97464747517535e-60
"FAM204A",2.045109439076e-64,-0.805402408700314,0.415,0.636,4.53912040002918e-60
"EIF4EBP2",2.25664439124979e-64,-0.739453056454683,0.707,0.856,5.0086222263789e-60
"S100A16",3.1972231758561e-64,1.6245466504809,0.528,0.327,7.09623683881261e-60
"PHLDA2",3.84489965609257e-64,-2.97033497393826,0.023,0.125,8.53375478669746e-60
"LEMD1",3.88254017435891e-64,-2.26514264970994,0.033,0.147,8.61729791698961e-60
"CYCS",5.43173171670977e-64,1.05958910608258,0.977,0.97,1.20557285452373e-59
"SLC1A2",6.29558382736947e-64,0.23739586166131,0.766,0.612,1.39730483048465e-59
"CFLAR",6.39522733338778e-64,0.697855429868576,0.999,0.998,1.41942070664542e-59
"NEGR1",7.47817500164208e-64,-0.881905272066979,0.085,0.242,1.65978094161446e-59
"RPS27",8.77094006122131e-64,-0.830565137292854,0.964,0.97,1.94671014658807e-59
"SRPX",9.48410820756847e-64,2.80093004189355,0.324,0.125,2.10499781666982e-59
"ZNF695",1.03152544723533e-63,-2.18061117197982,0.084,0.234,2.28947073013881e-59
"SH3D19",1.11147763608191e-63,-0.71474010731133,0.325,0.557,2.46692461328381e-59
"GRM5",1.2700414889262e-63,-0.492399835591407,0.055,0.194,2.81885708467171e-59
"COL3A1",1.35944602516628e-63,-5.85544653190387,0.01,0.092,3.01729045285657e-59
"EMB",2.1887458834155e-63,-3.09630109116692,0.012,0.098,4.85792148824071e-59
"IL1RAPL1",2.34194553261923e-63,-0.80790234767651,0.116,0.294,5.19794810964837e-59
"TM9SF3",3.00267870009155e-63,-0.844298463581175,0.481,0.68,6.6644453748532e-59
"RPS9",3.17574429865194e-63,-0.586348980226193,0.951,0.959,7.04856447085799e-59
"ZCCHC12",4.50196617518084e-63,-1.3511836430696,0.066,0.211,9.99211392581388e-59
"RAET1K",5.84337637268945e-63,-1.02835982812968,0.058,0.195,1.29693738591842e-58
"CPNE7",8.6821991923802e-63,-2.64042363736158,0.011,0.093,1.92701411074879e-58
"CFL1",9.54940168537604e-63,-0.532173716826627,0.991,0.991,2.11948970406921e-58
"ABR",9.8242860791728e-63,-1.05922728410871,0.445,0.649,2.1805002952724e-58
"RIN2",1.05567772017505e-62,-1.17980113826341,0.297,0.499,2.34307669992852e-58
"LOC283174",1.10288094198387e-62,-1.57685657129754,0.2,0.394,2.44784425073321e-58
"PKIB",1.1793882272192e-62,2.9318255226411,0.319,0.128,2.61765217031301e-58
"ACSBG1",1.47158129054576e-62,2.60888661328141,0.252,0.068,3.26617467436632e-58
"IFRD1",1.96954677796668e-62,1.24424515724458,0.88,0.798,4.37140907369705e-58
"MARCKS",2.54076871489548e-62,-0.522608147863485,0.925,0.956,5.63923616271051e-58
"MLC1",3.18987952676097e-62,1.67559187981985,0.578,0.402,7.07993760964598e-58
"PTBP2",3.59062144664034e-62,-0.725474124668402,0.655,0.832,7.96938430081823e-58
"HOTAIRM1",3.61972265427911e-62,1.45539090830958,0.341,0.131,8.03397443117249e-58
"ARID5B",4.42607859414451e-62,-1.2139297672119,0.49,0.693,9.82368143970375e-58
"DDX21",4.81449452680715e-62,-0.431261104754971,0.377,0.61,1.06857706022485e-57
"UBE2E2",5.5061633001412e-62,-0.927570352919451,0.318,0.545,1.22209294446634e-57
"DPF3",7.03247240696749e-62,1.72623606869433,0.387,0.175,1.56085725072643e-57
"ISLR",7.11425066339535e-62,-6.68200790094564,0.003,0.069,1.5790079347406e-57
"CD82",7.80114532782109e-62,2.07915474755465,0.807,0.775,1.73146420550989e-57
"FERMT1",1.14343209618484e-61,3.46491129426894,0.277,0.09,2.53784753748225e-57
"FOLH1",1.22049853505253e-61,-3.43856507412986,0.023,0.123,2.70889649854908e-57
"TIAL1",1.25830454357983e-61,-1.43339937961928,0.509,0.708,2.79280693447542e-57
"CCDC71L",1.49770255468396e-61,-1.88192424330004,0.025,0.128,3.32415082012105e-57
"ODC1",1.75258403724319e-61,-1.04279614722017,0.607,0.755,3.88986027066125e-57
"TMEM98",1.97695431214368e-61,-0.815643347151206,0.253,0.476,4.38785009580291e-57
"DOK6",2.05904917093733e-61,-1.45013793123929,0.05,0.179,4.5700596348954e-57
"SLITRK1",2.24662913979136e-61,-1.07753404692942,0.201,0.403,4.98639337576693e-57
"DNAJB5",2.31762574591957e-61,-1.20693330883724,0.337,0.551,5.14397034306849e-57
"KLHDC8B",2.85190892026554e-61,-1.53162750597867,0.154,0.337,6.32981184852937e-57
"VLDLR",3.38415016269913e-61,-1.57053182265542,0.066,0.205,7.51112128611072e-57
"LRRC16A",3.62795067475522e-61,1.61225715301008,0.399,0.179,8.05223652261921e-57
"MAP7D2",3.78336545172276e-61,-1.5788419859189,0.03,0.14,8.39717962009866e-57
"SLITRK6",4.99741924863766e-61,-4.7188571291999,0.004,0.069,1.10917720223513e-56
"NPY",7.06910751795682e-61,-1.65497536210278,0.037,0.151,1.56898841361052e-56
"NOTCH1",8.62468014225391e-61,-0.869811884992888,0.636,0.788,1.91424775757325e-56
"SHISA5",1.28896962523421e-60,-0.870446054533442,0.674,0.818,2.86086808320732e-56
"REC8",1.64736165704933e-60,-1.56962010767249,0.355,0.546,3.65631919782099e-56
"PTPRM",1.69963262603108e-60,-0.943531971197694,0.062,0.197,3.77233461347598e-56
"USMG5",1.79451513417699e-60,-0.900839381956936,0.524,0.698,3.98292634030583e-56
"RPL36A-HNRNPH2",2.17900903542496e-60,-1.12003073071517,0.404,0.602,4.8363105541257e-56
"NFIC",2.45992882386141e-60,0.973301961409828,0.787,0.642,5.4598120245604e-56
"ABTB2",3.18972992165931e-60,-1.36506830449726,0.147,0.322,7.07960556112284e-56
"PKNOX2",4.25727401060639e-60,-1.32987062067062,0.152,0.331,9.44901966654087e-56
"PCDHB11",7.83582060914885e-60,3.11262904606497,0.423,0.233,1.73916038420059e-55
"RNF149",8.61646142672008e-60,-0.192215569206963,0.216,0.425,1.91242361366052e-55
"RPS8",1.25783756774876e-59,-0.623763807416488,0.973,0.967,2.79177048161837e-55
"GTPBP4",1.63559728415291e-59,-0.899253287361401,0.333,0.561,3.63020817217739e-55
"ARHGAP29",1.86363712314183e-59,-2.89242723075828,0.034,0.142,4.1363425948133e-55
"ZNF460",2.17098200902349e-59,0.949834430081421,0.869,0.751,4.81849456902764e-55
"ETV5",2.36811952590076e-59,-1.06276184924929,0.51,0.692,5.25604128773674e-55
"EIF3A",2.79564570984271e-59,-0.804414286352766,0.685,0.829,6.20493565299589e-55
"CTTN",3.16133750619039e-59,-0.920498164187533,0.899,0.932,7.01658859498956e-55
"MYADM",7.30133124752664e-59,-1.41492085636725,0.54,0.699,1.62053047038854e-54
"DAP",1.04177849784829e-58,-1.19478234441212,0.48,0.656,2.31222737597428e-54
"GNG2",1.1032620971688e-58,-0.492814384548871,0.564,0.787,2.44869022466615e-54
"BCAP29",1.23486123698505e-58,1.41062899528807,0.646,0.476,2.74077451548831e-54
"PTPDC1",1.63578837462271e-58,-1.2682399700654,0.103,0.261,3.63063229747511e-54
"GRIK1",2.04808662273283e-58,3.17852023899001,0.266,0.089,4.54572825915552e-54
"RPL27A",2.08009688390495e-58,-0.7071147760157,0.966,0.977,4.61677503382703e-54
"LFNG",2.69483488815309e-58,3.28962019969827,0.222,0.054,5.98118603425579e-54
"ARRB1",4.30270685226837e-58,-1.13144920045594,0.109,0.271,9.54985785860965e-54
"RNF130",4.50488038898222e-58,-0.990340163263092,0.576,0.75,9.99858202334604e-54
"RPS20",5.00875040160667e-58,-0.638851315791412,0.964,0.956,1.1116921516366e-53
"PRR26",6.61423993549223e-58,-0.96543374464126,0.153,0.331,1.4680305536825e-53
"H3F3B",7.41483303563854e-58,0.543673223857109,0.994,0.993,1.64572219225997e-53
"DTNA",8.01386893448641e-58,1.31902634167798,0.761,0.629,1.77867821000926e-53
"WDR43",8.96508827085538e-58,-0.931144306088326,0.504,0.739,1.98980134171635e-53
"COL21A1",9.48825399968476e-58,-3.79951060500424,0.019,0.108,2.10591797523003e-53
"S100B",1.0406831307733e-57,-0.698664602624889,0.751,0.837,2.30979620875134e-53
"SOX6",1.36975956070733e-57,-0.607035466353355,0.583,0.768,3.04018134498991e-53
"POSTN",1.57128108872951e-57,4.56178075050894,0.195,0.038,3.48745837643514e-53
"MTPAP",2.06461591260974e-57,-1.07010872361276,0.866,0.941,4.58241501803731e-53
"HK1",2.44704079801926e-57,-1.11528531056099,0.357,0.562,5.43120705120375e-53
"BAI1",2.88509622334427e-57,-1.2870483015469,0.171,0.351,6.40347106771261e-53
"MTSS1",3.20198972821641e-57,-0.983449260610964,0.61,0.781,7.10681620177632e-53
"DSCAM",3.89796051138603e-57,0.994644006421414,0.601,0.393,8.65152335502129e-53
"AGMO",4.39556520377224e-57,5.61580531204114,0.405,0.245,9.75595696977249e-53
"CDKN2C",6.06616313905424e-57,2.02642438169554,0.407,0.218,1.34638490871309e-52
"FBN3",7.62426387801976e-57,-0.928156294199602,0.255,0.459,1.69220536772648e-52
"CYR61",7.68313957788736e-57,-0.738012456439105,0.277,0.475,1.7052728293121e-52
"IRX4",1.24599516297817e-56,-3.79929137732941,0.003,0.064,2.76548626423005e-52
"NUDT5",1.27474237870743e-56,-1.08932575979295,0.378,0.585,2.82929070954114e-52
"PDE4A",1.38104445037822e-56,2.17062542429207,0.238,0.066,3.06522815761446e-52
"PEG10",1.5345656213289e-56,-1.53026655492085,0.477,0.676,3.40596839653949e-52
"SDK2",1.72059493931958e-56,-1.74812877481661,0.119,0.275,3.8188604678198e-52
"CRLF1",1.95508883047665e-56,-6.43341028998275,0.011,0.086,4.33931965924293e-52
"LINC00689",2.56001812112289e-56,6.29708783637721,0.239,0.075,5.68196021983225e-52
"RPSAP58",2.69308967334049e-56,-0.778936119090423,0.534,0.722,5.97731252997922e-52
"SYNE1",2.72799834935965e-56,-0.60406732729281,0.592,0.788,6.05479233640375e-52
"ARVCF",3.13939246873969e-56,-1.19430518841441,0.219,0.408,6.96788158436774e-52
"GAS5",3.30185390306506e-56,-0.912671077180455,0.725,0.829,7.32846473785291e-52
"HMGCLL1",3.32599421182275e-56,-2.63399491459681,0.006,0.075,7.38204415314058e-52
"CYYR1",3.49671382040258e-56,-2.75137427276845,0.009,0.081,7.76095632438352e-52
"MRPL41",3.97076557397013e-56,-1.26872688747012,0.312,0.51,8.81311419142671e-52
"TIMM23",4.32363225018083e-56,-0.723424671113605,0.561,0.76,9.59630177927636e-52
"FBLN2",4.92449558983048e-56,-3.23359071551392,0.028,0.127,1.09299179616287e-51
"C1QL1",5.04491090827212e-56,-1.39422953035276,0.133,0.297,1.119717976091e-51
"TCF4",5.76448367705296e-56,1.07082884126972,0.967,0.955,1.27942715212191e-51
"CHAD",7.47153219690219e-56,-4.47310280207386,0.01,0.085,1.65830657110244e-51
"MRPL43",7.78122945925021e-56,-0.865119893294419,0.414,0.621,1.72704387848058e-51
"KDM5D",8.22125993573634e-56,2.42734592712418,0.256,0.081,1.82470864273668e-51
"MMD",9.91257599234113e-56,-0.675799300691949,0.243,0.438,2.20009624150011e-51
"GPR137B",1.00193095485904e-55,-1.42416276706918,0.212,0.399,2.22378575430963e-51
"LMCD1",1.16098458742683e-55,-1.05747224469428,0.118,0.279,2.57680529179386e-51
"VAX1",1.24878521329104e-55,-2.69722549091747,0.013,0.094,2.77167878089947e-51
"CACNG4",1.65037099291165e-55,-1.60748971387618,0.259,0.448,3.66299841876741e-51
"MYH14",2.08972418209682e-55,-1.33865332853379,0.053,0.177,4.63814282216389e-51
"HPGD",2.18896789210523e-55,-4.94518528079843,0.003,0.063,4.85841423652755e-51
"KLF6",2.39330089952113e-55,-0.721573801458627,0.644,0.806,5.31193134648715e-51
"RPL9",2.95485088333272e-55,-0.538866426009436,0.978,0.981,6.55829153555697e-51
"PEA15",2.96796379717065e-55,-0.738561233099542,0.791,0.896,6.58739564782025e-51
"RPL23A",3.55263097077682e-55,-0.502893807316067,0.971,0.987,7.88506443963915e-51
"RPS23",3.9018462844466e-55,-0.488197655327662,0.955,0.967,8.66014782832923e-51
"KCNH1",4.46585823995636e-55,-2.41008335786015,0.046,0.162,9.91197236358313e-51
"NEUROD1",4.85722312451858e-55,3.10709597968086,0.179,0.03,1.0780606724869e-50
"HAS2",8.08368791508367e-55,-0.973344186563286,0.242,0.427,1.79417453275282e-50
"MYH10",8.1128621668728e-55,-0.668098447674345,0.644,0.801,1.80064975793742e-50
"PPP3CA",8.21571122181397e-55,-1.58630047574791,0.733,0.841,1.82347710568161e-50
"FBXO32",8.53015001274145e-55,3.08623520553807,0.29,0.112,1.89326679532797e-50
"PROX1",9.31162681104431e-55,1.85882810177013,0.604,0.419,2.06671557071128e-50
"FZD6",9.64234018185812e-55,-1.30132423883969,0.085,0.229,2.14011740336341e-50
"ALDH1L1",9.8998336969679e-55,2.34248528612108,0.261,0.085,2.19726808904203e-50
"LRP4",1.31116822063175e-54,1.15664924957585,0.529,0.311,2.91013786569217e-50
"MACROD1",1.4894201610343e-54,-4.11404934524646,0.047,0.159,3.30576804741562e-50
